,retrived_at,province_id,city,state,country,pollution_aqi,polution_main,weather_tp,weather_pr,weather_hu,weather_ws,weather_wd
42,4/27/2023 20:20,TH-50,Chiang Mai,Chiang Mai,Thailand,99,p2,33,1008,43,3.6,200
43,4/27/2023 20:20,TH-52,Hang Chat,Lampang,Thailand,109,p2,27,1008,63,1.6,199
44,4/27/2023 21:15,TH-10,Phra Nakhon,Bangkok,Thailand,120,p2,32,1008,41,5.52,189
45,4/27/2023 21:15,TH-11,Bang Phli,Samut Prakan,Thailand,75,p2,31,1009,62,2.57,150
46,4/27/2023 21:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,104,p2,32,1009,51,3.6,40
47,4/27/2023 21:17,TH-13,Khlong Luang,Pathum Thani,Thailand,140,p2,31,1010,62,3.6,40
48,4/27/2023 21:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,76,p2,30,1008,53,3.66,208
49,4/27/2023 21:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,97,p2,31,1008,48,3.04,197
50,4/27/2023 21:18,TH-16,Ban Mi,Lop Buri,Thailand,74,p2,31,1007,46,1.3,157
51,4/27/2023 21:19,TH-20,Na Kluea,Chon Buri,Thailand,80,p2,30,1009,71,4.75,195
52,4/27/2023 21:19,TH-21,Ban Khai,Rayong,Thailand,76,p2,29,1010,79,2.98,187
53,4/27/2023 21:20,TH-50,Chiang Mai,Chiang Mai,Thailand,92,p2,31,1009,45,3.09,200
54,4/27/2023 21:20,TH-52,Hang Chat,Lampang,Thailand,123,p2,26,1009,66,1.8,230
55,4/27/2023 22:15,TH-10,Phra Nakhon,Bangkok,Thailand,112,p2,31,1009,42,5.27,189
56,4/27/2023 22:15,TH-11,Bang Phli,Samut Prakan,Thailand,76,p2,30,1010,66,3.6,90
57,4/27/2023 22:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,102,p2,31,1010,56,5.66,90
58,4/27/2023 22:17,TH-13,Khlong Luang,Pathum Thani,Thailand,84,p2,31,1010,67,5.66,90
59,4/27/2023 22:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,92,p2,29,1009,58,3.14,199
60,4/27/2023 22:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,127,p2,31,1009,54,3.05,204
61,4/27/2023 22:18,TH-16,Ban Mi,Lop Buri,Thailand,89,p2,31,1009,49,2.94,197
62,4/27/2023 22:19,TH-20,Na Kluea,Chon Buri,Thailand,85,p2,29,1009,72,4.49,190
63,4/27/2023 22:19,TH-21,Ban Khai,Rayong,Thailand,89,p2,29,1011,72,2.67,188
64,4/27/2023 22:20,TH-50,Chiang Mai,Chiang Mai,Thailand,102,p2,30,1009,51,3.09,210
65,4/27/2023 22:20,TH-52,Hang Chat,Lampang,Thailand,128,p2,25,1010,71,0.87,163
