,retrived_at,province_id,city,state,country,pollution_aqi,polution_main,weather_tp,weather_pr,weather_hu,weather_ws,weather_wd
57,4/27/2023 23:15,TH-11,Bang Phli,Samut Prakan,Thailand,78,p2,30,1010,66,3.09,110
58,4/27/2023 23:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,94,p2,29,1010,55,2.06,150
59,4/27/2023 23:17,TH-13,Khlong Luang,Pathum Thani,Thailand,102,p2,30,1010,74,2.06,150
60,4/27/2023 23:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,119,p2,28,1009,62,2.87,214
61,4/27/2023 23:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,127,p2,27,1009,60,2.95,226
62,4/27/2023 23:18,TH-16,Ban Mi,Lop Buri,Thailand,89,p2,31,1009,56,4.24,218
63,4/27/2023 23:19,TH-20,Na Kluea,Chon Buri,Thailand,78,p2,29,1010,73,4.21,185
64,4/27/2023 23:19,TH-21,Ban Khai,Rayong,Thailand,76,p2,29,1011,75,2.35,202
65,4/27/2023 23:20,TH-50,Chiang Mai,Chiang Mai,Thailand,99,p2,30,1010,51,3.09,220
66,4/27/2023 23:20,TH-52,Hang Chat,Lampang,Thailand,133,p2,25,1010,73,0.73,151
