,retrived_at,province_id,city,state,country,pollution_aqi,polution_main,weather_tp,weather_pr,weather_hu,weather_ws,weather_wd
28,5/2/2023 7:18:35,TH-16,Ban Mi,Lop Buri,Thailand,95,p2,29,1009,70,3.04,187
29,5/2/2023 7:19:05,TH-20,Na Kluea,Chon Buri,Thailand,83,p2,28,1009,77,2.38,188
30,5/2/2023 7:19:37,TH-21,Ban Khai,Rayong,Thailand,51,p2,29,1010,89,1.46,167
31,5/2/2023 7:20:08,TH-50,Chiang Mai,Chiang Mai,Thailand,101,p2,25,1011,73,0.51,0
32,5/2/2023 7:20:40,TH-52,Hang Chat,Lampang,Thailand,168,p2,26,1010,69,0.56,259
33,5/2/2023 8:15:28,TH-10,Phra Nakhon,Bangkok,Thailand,86,p2,30,1010,64,2.74,188
34,5/2/2023 8:15:59,TH-11,Bang Phli,Samut Prakan,Thailand,111,p2,30,1010,79,2.57,90
35,5/2/2023 8:16:30,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,109,p2,30,1011,73,1.54,100
36,5/2/2023 8:17:01,TH-13,Khlong Luang,Pathum Thani,Thailand,81,p2,30,1010,84,1.54,100
37,5/2/2023 8:17:32,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,128,p2,30,1010,65,2.15,198
38,5/2/2023 8:18:03,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,112,p2,30,1010,63,2.34,192
39,5/2/2023 8:18:34,TH-16,Ban Mi,Lop Buri,Thailand,95,p2,31,1010,61,3.27,190
40,5/2/2023 8:19:05,TH-20,Na Kluea,Chon Buri,Thailand,83,p2,29,1010,72,2.93,175
41,5/2/2023 8:19:37,TH-21,Ban Khai,Rayong,Thailand,51,p2,30,1011,85,2.2,168
42,5/2/2023 8:20:09,TH-50,Chiang Mai,Chiang Mai,Thailand,111,p2,28,993,70,1.03,0
43,5/2/2023 8:20:41,TH-52,Hang Chat,Lampang,Thailand,167,p2,29,1011,59,0.69,243
44,5/2/2023 9:15:28,TH-10,Phra Nakhon,Bangkok,Thailand,86,p2,32,1010,63,2.53,195
45,5/2/2023 9:16:01,TH-11,Bang Phli,Samut Prakan,Thailand,88,p2,32,1010,70,1.54,120
46,5/2/2023 9:16:32,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,92,p2,32,1011,69,1.54,120
47,5/2/2023 9:17:04,TH-13,Khlong Luang,Pathum Thani,Thailand,80,p2,32,1011,80,1.54,120
48,5/2/2023 9:17:36,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,128,p2,31,1010,57,2.8,189
49,5/2/2023 9:18:07,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,112,p2,31,1010,55,2.93,186
50,5/2/2023 9:18:39,TH-16,Ban Mi,Lop Buri,Thailand,95,p2,33,1010,52,3.2,189
51,5/2/2023 9:19:10,TH-20,Na Kluea,Chon Buri,Thailand,83,p2,32,1011,66,3.69,180
52,5/2/2023 9:19:42,TH-21,Ban Khai,Rayong,Thailand,51,p2,32,1011,75,2.7,177
53,5/2/2023 9:20:14,TH-50,Chiang Mai,Chiang Mai,Thailand,104,p2,30,987,56,2.57,160
54,5/2/2023 9:20:45,TH-52,Hang Chat,Lampang,Thailand,163,p2,33,1011,52,0.72,217
55,5/2/2023 10:15:27,TH-10,Phra Nakhon,Bangkok,Thailand,86,p2,35,1010,49,3.02,193
56,5/2/2023 10:15:59,TH-11,Bang Phli,Samut Prakan,Thailand,63,p2,33,1011,66,1.54,0
57,5/2/2023 10:16:30,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,88,p2,34,1011,58,2.06,160
58,5/2/2023 10:17:01,TH-13,Khlong Luang,Pathum Thani,Thailand,76,p2,34,1011,75,2.06,160
59,5/2/2023 10:17:32,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,92,p2,32,1010,50,2.93,193
60,5/2/2023 10:18:03,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,117,p2,32,1010,48,3.43,182
61,5/2/2023 10:18:34,TH-16,Ban Mi,Lop Buri,Thailand,89,p2,35,1010,45,3.28,178
62,5/2/2023 10:19:05,TH-20,Na Kluea,Chon Buri,Thailand,66,p2,33,1011,64,3.88,188
63,5/2/2023 10:19:36,TH-21,Ban Khai,Rayong,Thailand,46,p2,31,1012,74,3.56,177
64,5/2/2023 10:20:07,TH-50,Chiang Mai,Chiang Mai,Thailand,102,p2,31,985,48,2.57,220
65,5/2/2023 10:20:37,TH-52,Hang Chat,Lampang,Thailand,163,p2,34,1011,49,1.26,196
