,retrived_at,province_id,city,state,country,pollution_aqi,polution_main,weather_tp,weather_pr,weather_hu,weather_ws,weather_wd
18,5/1/2023 18:18,TH-16,Ban Mi,Lop Buri,Thailand,59,p2,36,1005,39,3.66,173
19,5/1/2023 18:19,TH-20,Na Kluea,Chon Buri,Thailand,93,p2,31,1006,68,4.3,195
20,5/1/2023 18:19,TH-21,Ban Khai,Rayong,Thailand,53,p2,32,1007,69,3.27,184
21,5/1/2023 18:20,TH-50,Chiang Mai,Chiang Mai,Thailand,67,p2,35,1006,34,2.06,210
22,5/1/2023 18:20,TH-52,Hang Chat,Lampang,Thailand,97,p2,34,1005,43,1.49,160
23,5/1/2023 19:15,TH-10,Phra Nakhon,Bangkok,Thailand,88,p2,33,1006,47,5.25,182
24,5/1/2023 19:15,TH-11,Bang Phli,Samut Prakan,Thailand,72,p2,32,1006,51,4.63,90
25,5/1/2023 19:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,82,p2,33,1006,54,5.66,130
26,5/1/2023 19:17,TH-13,Khlong Luang,Pathum Thani,Thailand,63,p2,34,1007,40,5.66,130
27,5/1/2023 19:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,90,p2,32,1005,47,0.76,142
28,5/1/2023 19:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,78,p2,31,1005,44,1.68,131
29,5/1/2023 19:18,TH-16,Ban Mi,Lop Buri,Thailand,64,p2,34,1005,43,2.68,158
30,5/1/2023 19:19,TH-20,Na Kluea,Chon Buri,Thailand,78,p2,29,1007,72,4.52,192
31,5/1/2023 19:19,TH-21,Ban Khai,Rayong,Thailand,55,p2,29,1008,76,2.87,166
32,5/1/2023 19:20,TH-50,Chiang Mai,Chiang Mai,Thailand,72,p2,34,1006,36,2.57,220
33,5/1/2023 19:20,TH-52,Hang Chat,Lampang,Thailand,102,p2,29,1007,56,0.75,112
34,5/1/2023 20:15,TH-10,Phra Nakhon,Bangkok,Thailand,88,p2,32,1008,40,5.4,185
35,5/1/2023 20:15,TH-11,Bang Phli,Samut Prakan,Thailand,74,p2,31,1008,58,3.09,100
36,5/1/2023 20:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,75,p2,32,1008,52,4.63,120
37,5/1/2023 20:17,TH-13,Khlong Luang,Pathum Thani,Thailand,65,p2,31,1008,51,4.63,120
38,5/1/2023 20:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,111,p2,30,1007,49,2.25,149
39,5/1/2023 20:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,76,p2,30,1007,45,2.45,156
40,5/1/2023 20:18,TH-16,Ban Mi,Lop Buri,Thailand,64,p2,33,1006,44,2.28,180
41,5/1/2023 20:19,TH-20,Na Kluea,Chon Buri,Thailand,85,p2,29,1008,75,5,186
42,5/1/2023 20:19,TH-21,Ban Khai,Rayong,Thailand,53,p2,29,1009,80,2.81,188
43,5/1/2023 20:20,TH-50,Chiang Mai,Chiang Mai,Thailand,78,p2,32,1007,43,2.06,220
44,5/1/2023 20:20,TH-52,Hang Chat,Lampang,Thailand,126,p2,28,1007,59,1.22,172
45,5/1/2023 21:15,TH-10,Phra Nakhon,Bangkok,Thailand,91,p2,32,1008,39,4.65,187
46,5/1/2023 21:15,TH-11,Bang Phli,Samut Prakan,Thailand,81,p2,31,1008,62,3.09,160
47,5/1/2023 21:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,78,p2,31,1008,53,3.6,150
48,5/1/2023 21:17,TH-13,Khlong Luang,Pathum Thani,Thailand,61,p2,32,1009,57,3.6,150
49,5/1/2023 21:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,90,p2,31,1008,54,3.11,154
50,5/1/2023 21:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,76,p2,29,1008,49,3.36,149
51,5/1/2023 21:18,TH-16,Ban Mi,Lop Buri,Thailand,64,p2,32,1008,45,2.42,173
52,5/1/2023 21:19,TH-20,Na Kluea,Chon Buri,Thailand,85,p2,29,1009,76,4.38,179
53,5/1/2023 21:19,TH-21,Ban Khai,Rayong,Thailand,53,p2,29,1010,78,2.44,177
54,5/1/2023 21:20,TH-50,Chiang Mai,Chiang Mai,Thailand,84,p2,31,1009,48,2.06,260
55,5/1/2023 21:20,TH-52,Hang Chat,Lampang,Thailand,151,p2,27,1008,62,0.91,259
56,5/1/2023 22:15,TH-10,Phra Nakhon,Bangkok,Thailand,91,p2,32,1009,39,4.89,195
57,5/1/2023 22:15,TH-11,Bang Phli,Samut Prakan,Thailand,86,p2,31,1009,66,3.6,180
58,5/1/2023 22:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,86,p2,31,1009,54,2.57,190
59,5/1/2023 22:17,TH-13,Khlong Luang,Pathum Thani,Thailand,63,p2,30,1010,70,2.57,190
60,5/1/2023 22:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,90,p2,28,1009,60,3.32,188
61,5/1/2023 22:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,93,p2,28,1009,54,3.58,164
62,5/1/2023 22:18,TH-16,Ban Mi,Lop Buri,Thailand,68,p2,31,1008,48,3.14,161
63,5/1/2023 22:19,TH-20,Na Kluea,Chon Buri,Thailand,80,p2,28,1010,77,4.23,190
64,5/1/2023 22:19,TH-21,Ban Khai,Rayong,Thailand,70,p2,29,1010,89,2.66,188
65,5/1/2023 22:20,TH-50,Chiang Mai,Chiang Mai,Thailand,90,p2,31,1010,48,3.09,210
66,5/1/2023 22:20,TH-52,Hang Chat,Lampang,Thailand,131,p2,27,1010,65,1.14,294
