,retrived_at,province_id,city,state,country,pollution_aqi,polution_main,weather_tp,weather_pr,weather_hu,weather_ws,weather_wd,file,0
213,4/28/2023 6:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,140,p2,26,1009,77,1.44,186,df (13),
214,4/28/2023 6:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,127,p2,26,1009,78,1.64,178,df (13),
215,4/28/2023 6:18,TH-16,Ban Mi,Lop Buri,Thailand,95,p2,28,1009,79,1.72,184,df (13),
216,4/28/2023 6:19,TH-20,Na Kluea,Chon Buri,Thailand,76,p2,29,1009,78,2.15,203,df (13),
217,4/28/2023 6:19,TH-21,Ban Khai,Rayong,Thailand,89,p2,28,1010,87,0.59,262,df (13),
218,4/28/2023 6:20,TH-50,Chiang Mai,Chiang Mai,Thailand,119,p2,26,1010,69,1.03,0,df (13),
219,4/28/2023 6:20,TH-52,Hang Chat,Lampang,Thailand,137,p2,23,1010,77,0.47,306,df (13),
220,4/28/2023 7:15,TH-10,Phra Nakhon,Bangkok,Thailand,102,p2,28,1009,64,2.56,193,df (13),
221,4/28/2023 7:16,TH-11,Bang Phli,Samut Prakan,Thailand,95,p2,28,1010,78,1.54,80,df (13),
222,4/28/2023 7:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,96,p2,28,1010,75,1.54,140,df (13),
223,4/28/2023 7:17,TH-13,Khlong Luang,Pathum Thani,Thailand,92,p2,28,1011,86,1.54,140,df (13),
224,4/28/2023 7:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,130,p2,27,1009,72,1.94,202,df (13),
225,4/28/2023 7:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,139,p2,27,1010,71,1.69,180,df (13),
226,4/28/2023 7:18,TH-16,Ban Mi,Lop Buri,Thailand,103,p2,28,1010,73,1.69,187,df (13),
227,4/28/2023 7:19,TH-20,Na Kluea,Chon Buri,Thailand,78,p2,29,1010,75,1.96,196,df (13),
228,4/28/2023 7:19,TH-21,Ban Khai,Rayong,Thailand,97,p2,29,1011,85,0.65,233,df (13),
229,4/28/2023 7:20,TH-50,Chiang Mai,Chiang Mai,Thailand,128,p2,26,1011,74,0.51,0,df (13),
230,4/28/2023 7:20,TH-52,Hang Chat,Lampang,Thailand,152,p2,25,1010,69,0.27,304,df (13),
231,4/28/2023 8:15,TH-10,Phra Nakhon,Bangkok,Thailand,97,p2,30,1010,60,2.42,198,df (13),
232,4/28/2023 8:15,TH-11,Bang Phli,Samut Prakan,Thailand,90,p2,30,1010,74,2.06,140,df (13),
233,4/28/2023 8:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,86,p2,29,1012,67,2.57,70,df (13),
234,4/28/2023 8:16,TH-13,Khlong Luang,Pathum Thani,Thailand,95,p2,30,1012,78,2.57,70,df (13),
235,4/28/2023 8:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,133,p2,29,1010,61,2.2,196,df (13),
236,4/28/2023 8:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,135,p2,29,1010,62,2.14,196,df (13),
237,4/28/2023 8:18,TH-16,Ban Mi,Lop Buri,Thailand,103,p2,30,1011,63,2.1,200,df (13),
238,4/28/2023 8:19,TH-20,Na Kluea,Chon Buri,Thailand,85,p2,31,1011,71,2.41,195,df (13),
239,4/28/2023 8:19,TH-21,Ban Khai,Rayong,Thailand,99,p2,31,1012,78,1.19,200,df (13),
240,4/28/2023 8:20,TH-50,Chiang Mai,Chiang Mai,Thailand,131,p2,30,984,60,0.51,0,df (13),
241,4/28/2023 8:20,TH-52,Hang Chat,Lampang,Thailand,156,p2,29,1011,29,0.43,228,df (13),
242,4/28/2023 9:15,TH-10,Phra Nakhon,Bangkok,Thailand,93,p2,32,1011,60,2.4,206,df (13),
243,4/28/2023 9:15,TH-11,Bang Phli,Samut Prakan,Thailand,82,p2,32,1011,66,1.54,0,df (13),
244,4/28/2023 9:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,84,p2,31,1012,64,2.06,50,df (13),
245,4/28/2023 9:17,TH-13,Khlong Luang,Pathum Thani,Thailand,88,p2,32,1012,76,2.06,50,df (13),
246,4/28/2023 9:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,135,p2,31,1011,53,2.23,203,df (13),
247,4/28/2023 9:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,135,p2,31,1011,53,2.3,201,df (13),
248,4/28/2023 9:18,TH-16,Ban Mi,Lop Buri,Thailand,103,p2,32,1011,54,2.4,204,df (13),
249,4/28/2023 9:19,TH-20,Na Kluea,Chon Buri,Thailand,85,p2,32,1011,66,2.5,199,df (13),
250,4/28/2023 9:19,TH-21,Ban Khai,Rayong,Thailand,99,p2,32,1012,71,1.81,204,df (13),
251,4/28/2023 9:20,TH-50,Chiang Mai,Chiang Mai,Thailand,123,p2,31,984,56,2.57,140,df (13),
252,4/28/2023 9:20,TH-52,Hang Chat,Lampang,Thailand,155,p2,33,1011,34,0.84,203,df (13),
253,4/28/2023 10:15,TH-10,Phra Nakhon,Bangkok,Thailand,91,p2,35,1010,47,2.29,201,df (13),
254,4/28/2023 10:15,TH-11,Bang Phli,Samut Prakan,Thailand,78,p2,32,1011,66,1.54,0,df (13),
255,4/28/2023 10:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,80,p2,34,1012,57,1.03,0,df (13),
256,4/28/2023 10:16,TH-13,Khlong Luang,Pathum Thani,Thailand,82,p2,34,1011,74,1.03,0,df (13),
257,4/28/2023 10:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,107,p2,32,1010,46,1.99,213,df (13),
258,4/28/2023 10:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,122,p2,32,1010,47,2.31,198,df (13),
259,4/28/2023 10:18,TH-16,Ban Mi,Lop Buri,Thailand,108,p2,34,1010,48,2.09,199,df (13),
260,4/28/2023 10:19,TH-20,Na Kluea,Chon Buri,Thailand,76,p2,33,1011,63,2.93,211,df (13),
261,4/28/2023 10:19,TH-21,Ban Khai,Rayong,Thailand,78,p2,32,1012,67,2.4,195,df (13),
262,4/28/2023 10:20,TH-50,Chiang Mai,Chiang Mai,Thailand,124,p2,33,984,50,1.54,0,df (13),
263,4/28/2023 10:20,TH-52,Hang Chat,Lampang,Thailand,138,p2,35,1010,30,1.57,185,df (13),
264,4/30/2023 11:15,TH-10,Phra Nakhon,Bangkok,Thailand,82,p2,26,1009,43,3.64,159,df (14),
265,4/30/2023 11:16,TH-11,Bang Phli,Samut Prakan,Thailand,37,p2,27,1010,74,1.03,0,df (14),
266,4/30/2023 11:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,56,p2,27,1011,89,6.17,10,df (14),
267,4/30/2023 11:17,TH-13,Khlong Luang,Pathum Thani,Thailand,21,p2,30,1012,69,6.17,10,df (14),
268,4/30/2023 11:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,117,p2,33,1008,45,3.18,115,df (14),
269,4/30/2023 11:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,89,p2,34,1009,44,2.85,117,df (14),
270,4/30/2023 11:18,TH-16,Ban Mi,Lop Buri,Thailand,78,p2,34,1009,45,3.32,100,df (14),
271,4/30/2023 11:19,TH-20,Na Kluea,Chon Buri,Thailand,76,p2,33,1009,59,2.47,199,df (14),
272,4/30/2023 11:19,TH-21,Ban Khai,Rayong,Thailand,76,p2,33,1009,70,3.06,152,df (14),
273,4/30/2023 11:20,TH-50,Chiang Mai,Chiang Mai,Thailand,138,p2,34,985,46,3.6,170,df (14),
274,4/30/2023 11:20,TH-52,Hang Chat,Lampang,Thailand,102,p2,35,1009,26,2.56,154,df (14),
275,4/30/2023 12:15,TH-10,Phra Nakhon,Bangkok,Thailand,82,p2,24,1008,41,4.2,154,df (14),
276,4/30/2023 12:15,TH-11,Bang Phli,Samut Prakan,Thailand,49,p2,24,1010,94,6.69,10,df (14),
277,4/30/2023 12:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,43,p2,33,1008,41,3.84,147,df (14),
278,4/30/2023 12:17,TH-13,Khlong Luang,Pathum Thani,Thailand,17,p2,33,1010,52,3.42,128,df (14),
279,4/30/2023 12:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,41,p2,33,1007,42,3.3,111,df (14),
280,4/30/2023 12:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,89,p2,35,1008,42,2.81,107,df (14),
281,4/30/2023 12:18,TH-16,Ban Mi,Lop Buri,Thailand,78,p2,35,1008,43,3.27,93,df (14),
282,4/30/2023 12:19,TH-20,Na Kluea,Chon Buri,Thailand,76,p2,32,1008,58,3.02,216,df (14),
283,4/30/2023 12:19,TH-21,Ban Khai,Rayong,Thailand,76,p2,32,1008,69,3.38,153,df (14),
284,4/30/2023 12:20,TH-50,Chiang Mai,Chiang Mai,Thailand,128,p2,36,991,44,3.6,160,df (14),
285,4/30/2023 12:20,TH-52,Hang Chat,Lampang,Thailand,121,p2,35,1008,29,2.66,155,df (14),
286,4/30/2023 13:15,TH-10,Phra Nakhon,Bangkok,Thailand,80,p2,25,1006,40,4.24,151,df (14),
287,4/30/2023 13:15,TH-11,Bang Phli,Samut Prakan,Thailand,37,p2,25,1010,83,10.8,130,df (14),
288,4/30/2023 13:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,57,p2,27,1010,83,3.6,100,df (14),
289,4/30/2023 13:16,TH-13,Khlong Luang,Pathum Thani,Thailand,17,p2,30,1010,65,3.6,100,df (14),
290,4/30/2023 13:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,29,p2,33,1006,43,2.74,138,df (14),
291,4/30/2023 13:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,74,p2,36,1006,43,1.41,106,df (14),
292,4/30/2023 13:18,TH-16,Ban Mi,Lop Buri,Thailand,78,p2,36,1007,44,1.95,118,df (14),
293,4/30/2023 13:19,TH-20,Na Kluea,Chon Buri,Thailand,55,p2,32,1007,60,4.19,230,df (14),
294,4/30/2023 13:19,TH-21,Ban Khai,Rayong,Thailand,42,p2,27,1007,46,4.09,162,df (14),
295,4/30/2023 13:20,TH-50,Chiang Mai,Chiang Mai,Thailand,121,p2,37,989,41,5.66,160,df (14),
296,4/30/2023 13:20,TH-52,Hang Chat,Lampang,Thailand,88,p2,36,1006,25,2.67,152,df (14),
297,4/30/2023 14:15,TH-10,Phra Nakhon,Bangkok,Thailand,80,p2,30,1007,59,0.69,358,df (14),
298,4/30/2023 14:15,TH-11,Bang Phli,Samut Prakan,Thailand,21,p2,26,1009,78,3.09,160,df (14),
299,4/30/2023 14:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,49,p2,29,1007,75,0.84,46,df (14),
300,4/30/2023 14:17,TH-13,Khlong Luang,Pathum Thani,Thailand,29,p2,29,1009,76,0.45,163,df (14),
301,4/30/2023 14:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,37,p2,31,1008,68,2.78,159,df (14),
302,4/30/2023 14:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,74,p2,31,1007,59,3.49,169,df (14),
303,4/30/2023 14:18,TH-16,Ban Mi,Lop Buri,Thailand,78,p2,37,1007,53,4.14,175,df (14),
304,4/30/2023 14:19,TH-20,Na Kluea,Chon Buri,Thailand,29,p2,30,1007,64,1.95,255,df (14),
305,4/30/2023 14:19,TH-21,Ban Khai,Rayong,Thailand,34,p2,29,1007,91,3.07,215,df (14),
306,4/30/2023 14:20,TH-50,Chiang Mai,Chiang Mai,Thailand,113,p2,37,988,40,4.63,160,df (14),
307,4/30/2023 14:20,TH-52,Hang Chat,Lampang,Thailand,74,p2,36,1005,24,3.83,181,df (14),
308,4/30/2023 15:15,TH-10,Phra Nakhon,Bangkok,Thailand,78,p2,28,1006,46,2.04,61,df (14),
309,4/30/2023 15:15,TH-11,Bang Phli,Samut Prakan,Thailand,25,p2,26,1008,78,3.6,110,df (14),
310,4/30/2023 15:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,39,p2,28,1007,63,3.09,140,df (14),
311,4/30/2023 15:17,TH-13,Khlong Luang,Pathum Thani,Thailand,37,p2,28,1007,66,3.09,140,df (14),
312,4/30/2023 15:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,57,p2,30,1006,61,2.42,126,df (14),
313,4/30/2023 15:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,74,p2,30,1006,54,3.13,151,df (14),
314,4/30/2023 15:18,TH-16,Ban Mi,Lop Buri,Thailand,78,p2,33,1006,51,3.62,169,df (14),
315,4/30/2023 15:19,TH-20,Na Kluea,Chon Buri,Thailand,29,p2,30,1006,61,0.48,315,df (14),
316,4/30/2023 15:19,TH-21,Ban Khai,Rayong,Thailand,34,p2,29,1006,92,2.19,237,df (14),
317,4/30/2023 15:20,TH-50,Chiang Mai,Chiang Mai,Thailand,97,p2,31,986,39,5.14,160,df (14),
318,4/30/2023 15:20,TH-52,Hang Chat,Lampang,Thailand,74,p2,34,1005,21,2.92,178,df (14),
319,4/30/2023 16:15,TH-10,Phra Nakhon,Bangkok,Thailand,78,p2,29,1004,48,3.38,71,df (14),
320,4/30/2023 16:15,TH-11,Bang Phli,Samut Prakan,Thailand,25,p2,29,1006,65,3.6,110,df (14),
321,4/30/2023 16:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,33,p2,29,1006,58,4.63,130,df (14),
322,4/30/2023 16:16,TH-13,Khlong Luang,Pathum Thani,Thailand,21,p2,30,1006,62,4.63,130,df (14),
323,4/30/2023 16:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,59,p2,30,1005,58,2.68,119,df (14),
324,4/30/2023 16:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,72,p2,30,1005,52,3.12,136,df (14),
325,4/30/2023 16:18,TH-16,Ban Mi,Lop Buri,Thailand,64,p2,34,1005,48,3.18,149,df (14),
326,4/30/2023 16:19,TH-20,Na Kluea,Chon Buri,Thailand,51,p2,30,1005,59,1.99,72,df (14),
327,4/30/2023 16:19,TH-21,Ban Khai,Rayong,Thailand,38,p2,25,1005,50,0.51,195,df (14),
328,4/30/2023 16:20,TH-50,Chiang Mai,Chiang Mai,Thailand,88,p2,29,980,44,6.17,180,df (14),
329,4/30/2023 16:20,TH-52,Hang Chat,Lampang,Thailand,80,p2,33,1003,21,3.52,156,df (14),
330,5/1/2023 12:15,TH-10,Phra Nakhon,Bangkok,Thailand,78,p2,35,1008,44,2.53,136,df (15),
331,5/1/2023 12:16,TH-11,Bang Phli,Samut Prakan,Thailand,77,p2,34,1010,55,2.57,130,df (15),
332,5/1/2023 12:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,85,p2,35,1010,51,1.03,0,df (15),
333,5/1/2023 12:17,TH-13,Khlong Luang,Pathum Thani,Thailand,67,p2,35,1010,69,1.03,0,df (15),
334,5/1/2023 12:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,92,p2,34,1009,44,2.31,139,df (15),
335,5/1/2023 12:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,97,p2,34,1008,40,1.7,128,df (15),
336,5/1/2023 12:18,TH-16,Ban Mi,Lop Buri,Thailand,76,p2,38,1009,38,1.36,151,df (15),
337,5/1/2023 12:19,TH-20,Na Kluea,Chon Buri,Thailand,78,p2,32,1009,61,1.79,267,df (15),
338,5/1/2023 12:19,TH-21,Ban Khai,Rayong,Thailand,85,p2,33,1010,61,2.68,155,df (15),
339,5/1/2023 12:20,TH-50,Chiang Mai,Chiang Mai,Thailand,82,p2,32,984,48,3.6,190,df (15),
340,5/1/2023 12:20,TH-52,Hang Chat,Lampang,Thailand,114,p2,35,1010,28,1.06,170,df (15),
341,5/1/2023 13:15,TH-10,Phra Nakhon,Bangkok,Thailand,78,p2,36,1007,42,3.71,165,df (15),
342,5/1/2023 13:15,TH-11,Bang Phli,Samut Prakan,Thailand,75,p2,34,1009,52,1.54,0,df (15),
343,5/1/2023 13:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,82,p2,35,1009,48,2.57,60,df (15),
344,5/1/2023 13:16,TH-13,Khlong Luang,Pathum Thani,Thailand,65,p2,35,1009,67,2.57,60,df (15),
345,5/1/2023 13:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,86,p2,35,1007,41,2.13,152,df (15),
346,5/1/2023 13:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,85,p2,35,1007,37,1.46,145,df (15),
347,5/1/2023 13:18,TH-16,Ban Mi,Lop Buri,Thailand,66,p2,40,1007,34,1.12,166,df (15),
348,5/1/2023 13:19,TH-20,Na Kluea,Chon Buri,Thailand,93,p2,33,1008,60,2.46,261,df (15),
349,5/1/2023 13:19,TH-21,Ban Khai,Rayong,Thailand,83,p2,34,1009,60,3.16,171,df (15),
350,5/1/2023 13:20,TH-50,Chiang Mai,Chiang Mai,Thailand,78,p2,34,986,47,3.09,210,df (15),
351,5/1/2023 13:20,TH-52,Hang Chat,Lampang,Thailand,102,p2,36,1008,26,0.59,161,df (15),
352,5/1/2023 14:15,TH-10,Phra Nakhon,Bangkok,Thailand,80,p2,37,1006,42,3.54,178,df (15),
353,5/1/2023 14:15,TH-11,Bang Phli,Samut Prakan,Thailand,79,p2,35,1008,52,2.06,130,df (15),
354,5/1/2023 14:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,83,p2,36,1008,47,2.06,0,df (15),
355,5/1/2023 14:17,TH-13,Khlong Luang,Pathum Thani,Thailand,65,p2,36,1007,66,2.06,0,df (15),
356,5/1/2023 14:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,86,p2,35,1006,42,2.12,139,df (15),
357,5/1/2023 14:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,83,p2,36,1006,36,2.11,159,df (15),
358,5/1/2023 14:18,TH-16,Ban Mi,Lop Buri,Thailand,66,p2,39,1006,32,0.85,153,df (15),
359,5/1/2023 14:19,TH-20,Na Kluea,Chon Buri,Thailand,85,p2,33,1007,61,2.78,240,df (15),
360,5/1/2023 14:19,TH-21,Ban Khai,Rayong,Thailand,72,p2,33,1009,61,3.45,184,df (15),
361,5/1/2023 14:20,TH-50,Chiang Mai,Chiang Mai,Thailand,78,p2,37,990,39,2.57,0,df (15),
362,5/1/2023 14:20,TH-52,Hang Chat,Lampang,Thailand,97,p2,38,1007,40,0.4,165,df (15),
363,5/1/2023 15:15,TH-10,Phra Nakhon,Bangkok,Thailand,82,p2,36,1006,39,2.51,156,df (15),
364,5/1/2023 15:15,TH-11,Bang Phli,Samut Prakan,Thailand,79,p2,35,1007,49,2.06,130,df (15),
365,5/1/2023 15:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,82,p2,36,1007,47,1.54,80,df (15),
366,5/1/2023 15:17,TH-13,Khlong Luang,Pathum Thani,Thailand,65,p2,36,1006,66,1.54,80,df (15),
367,5/1/2023 15:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,88,p2,35,1006,40,2.0,141,df (15),
368,5/1/2023 15:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,83,p2,35,1005,37,2.89,163,df (15),
369,5/1/2023 15:18,TH-16,Ban Mi,Lop Buri,Thailand,66,p2,37,1005,33,1.2,90,df (15),
370,5/1/2023 15:19,TH-20,Na Kluea,Chon Buri,Thailand,85,p2,32,1007,60,3.11,206,df (15),
371,5/1/2023 15:19,TH-21,Ban Khai,Rayong,Thailand,72,p2,31,1007,71,3.41,200,df (15),
372,5/1/2023 15:20,TH-50,Chiang Mai,Chiang Mai,Thailand,74,p2,37,988,36,3.6,150,df (15),
373,5/1/2023 15:20,TH-52,Hang Chat,Lampang,Thailand,99,p2,33,1006,38,1.3,210,df (15),
374,5/1/2023 16:15,TH-10,Phra Nakhon,Bangkok,Thailand,84,p2,37,1005,39,1.75,142,df (15),
375,5/1/2023 16:16,TH-11,Bang Phli,Samut Prakan,Thailand,73,p2,36,1006,44,2.57,0,df (15),
376,5/1/2023 16:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,82,p2,36,1006,45,2.57,0,df (15),
377,5/1/2023 16:17,TH-13,Khlong Luang,Pathum Thani,Thailand,67,p2,36,1006,49,2.57,0,df (15),
378,5/1/2023 16:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,90,p2,34,1005,39,1.98,178,df (15),
379,5/1/2023 16:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,78,p2,33,1005,39,3.3,171,df (15),
380,5/1/2023 16:18,TH-16,Ban Mi,Lop Buri,Thailand,59,p2,36,1005,34,1.29,105,df (15),
381,5/1/2023 16:19,TH-20,Na Kluea,Chon Buri,Thailand,91,p2,32,1006,61,3.62,204,df (15),
382,5/1/2023 16:19,TH-21,Ban Khai,Rayong,Thailand,53,p2,32,1007,72,3.8,195,df (15),
383,5/1/2023 16:20,TH-50,Chiang Mai,Chiang Mai,Thailand,70,p2,37,988,36,3.09,0,df (15),
384,5/1/2023 16:20,TH-52,Hang Chat,Lampang,Thailand,90,p2,34,1005,37,1.91,176,df (15),
385,5/1/2023 17:15,TH-10,Phra Nakhon,Bangkok,Thailand,86,p2,36,1005,45,2.11,165,df (15),
386,5/1/2023 17:15,TH-11,Bang Phli,Samut Prakan,Thailand,74,p2,35,1005,46,3.6,190,df (15),
387,5/1/2023 17:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,83,p2,36,1005,48,1.03,0,df (15),
388,5/1/2023 17:17,TH-13,Khlong Luang,Pathum Thani,Thailand,67,p2,36,1006,48,1.03,0,df (15),
389,5/1/2023 17:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,86,p2,36,1005,40,2.51,188,df (15),
390,5/1/2023 17:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,78,p2,34,1005,40,2.16,171,df (15),
391,5/1/2023 17:18,TH-16,Ban Mi,Lop Buri,Thailand,59,p2,36,1004,36,2.73,163,df (15),
392,5/1/2023 17:19,TH-20,Na Kluea,Chon Buri,Thailand,93,p2,32,1006,63,4.27,202,df (15),
393,5/1/2023 17:19,TH-21,Ban Khai,Rayong,Thailand,53,p2,32,1007,72,3.94,190,df (15),
394,5/1/2023 17:20,TH-50,Chiang Mai,Chiang Mai,Thailand,67,p2,34,1006,37,3.6,180,df (15),
395,5/1/2023 17:20,TH-52,Hang Chat,Lampang,Thailand,86,p2,36,1004,37,2.56,159,df (15),
396,5/1/2023 17:15,TH-10,Phra Nakhon,Bangkok,Thailand,86,p2,36,1005,45,2.11,165,df (16),
397,5/1/2023 17:15,TH-11,Bang Phli,Samut Prakan,Thailand,74,p2,35,1005,46,3.6,190,df (16),
398,5/1/2023 17:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,83,p2,36,1005,48,1.03,0,df (16),
399,5/1/2023 17:17,TH-13,Khlong Luang,Pathum Thani,Thailand,67,p2,36,1006,48,1.03,0,df (16),
400,5/1/2023 17:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,86,p2,36,1005,40,2.51,188,df (16),
401,5/1/2023 17:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,78,p2,34,1005,40,2.16,171,df (16),
402,5/1/2023 17:18,TH-16,Ban Mi,Lop Buri,Thailand,59,p2,36,1004,36,2.73,163,df (16),
403,5/1/2023 17:19,TH-20,Na Kluea,Chon Buri,Thailand,93,p2,32,1006,63,4.27,202,df (16),
404,5/1/2023 17:19,TH-21,Ban Khai,Rayong,Thailand,53,p2,32,1007,72,3.94,190,df (16),
405,5/1/2023 17:20,TH-50,Chiang Mai,Chiang Mai,Thailand,67,p2,34,1006,37,3.6,180,df (16),
406,5/1/2023 17:20,TH-52,Hang Chat,Lampang,Thailand,86,p2,36,1004,37,2.56,159,df (16),
407,5/1/2023 18:15,TH-10,Phra Nakhon,Bangkok,Thailand,86,p2,35,1005,46,3.88,176,df (16),
408,5/1/2023 18:15,TH-11,Bang Phli,Samut Prakan,Thailand,73,p2,34,1005,46,4.63,190,df (16),
409,5/1/2023 18:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,86,p2,35,1005,51,2.57,150,df (16),
410,5/1/2023 18:17,TH-13,Khlong Luang,Pathum Thani,Thailand,65,p2,34,1006,54,2.57,150,df (16),
411,5/1/2023 18:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,97,p2,32,1005,44,2.56,176,df (16),
412,5/1/2023 18:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,78,p2,32,1005,41,1.98,142,df (16),
413,5/1/2023 18:18,TH-16,Ban Mi,Lop Buri,Thailand,59,p2,36,1005,39,3.66,173,df (16),
414,5/1/2023 18:19,TH-20,Na Kluea,Chon Buri,Thailand,93,p2,31,1006,68,4.3,195,df (16),
415,5/1/2023 18:19,TH-21,Ban Khai,Rayong,Thailand,53,p2,32,1007,69,3.27,184,df (16),
416,5/1/2023 18:20,TH-50,Chiang Mai,Chiang Mai,Thailand,67,p2,35,1006,34,2.06,210,df (16),
417,5/1/2023 18:20,TH-52,Hang Chat,Lampang,Thailand,97,p2,34,1005,43,1.49,160,df (16),
418,5/1/2023 19:15,TH-10,Phra Nakhon,Bangkok,Thailand,88,p2,33,1006,47,5.25,182,df (16),
419,5/1/2023 19:15,TH-11,Bang Phli,Samut Prakan,Thailand,72,p2,32,1006,51,4.63,90,df (16),
420,5/1/2023 19:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,82,p2,33,1006,54,5.66,130,df (16),
421,5/1/2023 19:17,TH-13,Khlong Luang,Pathum Thani,Thailand,63,p2,34,1007,40,5.66,130,df (16),
422,5/1/2023 19:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,90,p2,32,1005,47,0.76,142,df (16),
423,5/1/2023 19:18,TH-15,Ban Phraek,Phra Nakhon Si Ayutthaya,Thailand,78,p2,31,1005,44,1.68,131,df (16),
424,5/1/2023 19:18,TH-16,Ban Mi,Lop Buri,Thailand,64,p2,34,1005,43,2.68,158,df (16),
425,5/1/2023 19:19,TH-20,Na Kluea,Chon Buri,Thailand,78,p2,29,1007,72,4.52,192,df (16),
426,5/1/2023 19:19,TH-21,Ban Khai,Rayong,Thailand,55,p2,29,1008,76,2.87,166,df (16),
427,5/1/2023 19:20,TH-50,Chiang Mai,Chiang Mai,Thailand,72,p2,34,1006,36,2.57,220,df (16),
428,5/1/2023 19:20,TH-52,Hang Chat,Lampang,Thailand,102,p2,29,1007,56,0.75,112,df (16),
429,5/1/2023 20:15,TH-10,Phra Nakhon,Bangkok,Thailand,88,p2,32,1008,40,5.4,185,df (16),
430,5/1/2023 20:15,TH-11,Bang Phli,Samut Prakan,Thailand,74,p2,31,1008,58,3.09,100,df (16),
431,5/1/2023 20:16,TH-12,Mueang Nonthaburi,Nonthaburi,Thailand,75,p2,32,1008,52,4.63,120,df (16),
432,5/1/2023 20:17,TH-13,Khlong Luang,Pathum Thani,Thailand,65,p2,31,1008,51,4.63,120,df (16),
433,5/1/2023 20:17,TH-14,Ayutthaya,Phra Nakhon Si Ayutthaya,Thailand,111,p2,30,1007,49,2.25,149,df (16),
